twitterText,date
"@MahdiMRFEG @elonmusk 💎🦍Who is he?
Satoshi Nakamoto #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🌟🌋",2021-09-17T11:17:13.000Z
"RT @Brow1Simon: @floki_jr My Submission for @floki_jr 

#meme #bnb #btc #floki #flokijr https://t.co/RbmF0NNva4",2021-09-17T11:17:13.000Z
"$KSM $DOT #DOT #Kusama #DeFi #Parallel #Finance #Crypto #cryptocurrency 
#Bitcoin #SatoshiNakamoto #satoshi #Lending #borrowmoney #borrowing 
#staking #Liquidity #interesting #interest #BTC #Offers #cheap #learning 
#Ambassador #money #accessibility #Polkadot #ParallelFinance"" https://t.co/2n6GWIZqIK",2021-09-17T11:17:12.000Z
"RT @PsychedelicBart: As a Bitcoiner, stories like this one below are ads to buy #BTC for SoV.",2021-09-17T11:17:10.000Z
"This would be a massive project guys 

@OwobiSmart 
@OEhigocho 
@DususowLabii 
@Ericman44112769 
@mikejordan21 

#BNB #Airdrop #crpytocurrency #Binance #BSC #Bitcoin #BTC #giveaway #Airdrop https://t.co/D4wUulePZ1",2021-09-17T11:17:06.000Z
"RT @CryptoJAM10: Congrats @GreenhouseSwap 

#CHRONIC the first member of the Greenhouse token economy officially listed!!!

Buy Chronic Gol…",2021-09-17T11:17:06.000Z
"@MahdiMRFEG @elonmusk 🦍Who is he?   
Satoshi Nakamoto  #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🦍🚀🌙370",2021-09-17T11:17:05.000Z
"@WizardDoom I'm not sure I can give an accurate answer. I'm sure they're more than 50 of them ranging from #BTC to #BNB to #ETH to $MATIC to $DOT, a lot of them.

I'm looking to add $GOV too. Looks like it's gonna be a tight gem. I've heard so much about @govworld1's #Govlend.",2021-09-17T11:17:05.000Z
"RT @CRYPTOTIPSKING1: Buying $ankr here one of best #gem ready to fly ! @ankr

#Ankr

ENTRY : 0.09
TARGETS : 0.1/ 0.14/ 0.2
SL : 0.07
HODL :…",2021-09-17T11:17:05.000Z
"$KSM $DOT #DOT #Kusama #DeFi #Parallel #Finance #Crypto #cryptocurrency 
#Bitcoin #SatoshiNakamoto #satoshi #Lending #borrowmoney #borrowing 
#staking #Liquidity #interesting #interest #BTC #Offers #cheap #learning 
#Ambassador #money #accessibility #Polkadot #ParallelFinance https://t.co/SKcscMlkZn",2021-09-17T11:17:04.000Z
"RT @TurboTrxReboot: 💥 A gaming token 💥

With an added bonus, we will pay YOU 7% reflections in $TRX just for holding our token - $TURBOTRX…",2021-09-17T11:17:03.000Z
RT @hocca_official: Piyasaki bir çok insan özellille de üstadlar :) #btc #bitcoin düzeltme yerken ya da yataya bağladığında altlarda yüksel…,2021-09-17T11:17:02.000Z
"@MahdiMRFEG @elonmusk 💎🦍Who is he?
Satoshi Nakamoto #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🏅🦍",2021-09-17T11:17:02.000Z
"RT @3088shane: Morning all. 

Its that time again! Shill me your favourite #Memecoins and #altcoins 

If i buy a bag, ill treat you. If you…",2021-09-17T11:17:01.000Z
"#BTC :$47569.42
#ETH :$3470.03
#BNB :$410.9
#ADA :$2.38
#XRP :$1.0658
#SOL :$139.51",2021-09-17T11:17:01.000Z
"[SCAN RESULTS - 15m]

Exchange: #KuCoin

Top 5 bullish trend (#BTC pair)
1: $CS
2: $SHR
3: $FX
4: $XYM
5: $ENQ

Top 5 bullish trend (#USDT pair)
1: $ADA3S
2: $YOP
3: $VET3S
4: $GMEE
5: $NIF

Ranking for #KuCoin symbols not listed on #Binance",2021-09-17T11:17:01.000Z
"RT @TIPsWorlds: ＼✨$XRP エアドロ企画！✨／

／
$20XRP 5名
＼

【応募方法】
1️⃣@TIPsWORLDs をフォロー！

2️⃣固定ツイートをRT

3️⃣このツイートをRTでエントリー完了！

📩当選はDMにて📩

🎯9/30まで

$XR…",2021-09-17T11:17:00.000Z
"https://t.co/ks7hm5hqCe #Bitcoin infrastructure firm Blockstream (...) ""raised $210 million as part of a Series B financing at a valuation of $3.2 billion. (...) Blockstream's Modular #Mining Units can be accessed through the Bl... https://t.co/m9dgdGxxl5 #altcoin #btc #ethereum",2021-09-17T11:17:00.000Z
"@TheMoonCarl Year 2030; #BTC #Bitcoin $ 2,030,000 

The Incoming Hyperinflation.😊 https://t.co/dBed80BHq5",2021-09-17T11:16:59.000Z
"RT @borsaparatic: Stablecoin arzı bu hafta 120 milyar dolara ulaştı.
Borsalar arası aktarım, türev piyasalarda teminat olarak kullanım, DeF…",2021-09-17T11:16:57.000Z
"RT @cougarswap: @cougarswap LAST CHANCE for our presales program.

Hesitate and you'll miss this one in a lifetime chance to get $CGS Token…",2021-09-17T11:16:56.000Z
"RT @souljaboy: 💰NFT GIVEAWAY💰
To 🎉 my partnership with @BNBPunks, The 1st NFT launchpad! Own one to get into my presale as well as other ce…",2021-09-17T11:16:54.000Z
"$KSM $DOT #DOT #Kusama #DeFi #Parallel #Finance #Crypto #cryptocurrency 
#Bitcoin #SatoshiNakamoto #satoshi #Lending #borrowmoney #borrowing 
#staking #Liquidity #interesting #interest #BTC #Offers #cheap #learning 
#Ambassador #money #accessibility #Polkadot #ParallelFinance https://t.co/n3udkyzPVY",2021-09-17T11:16:53.000Z
"RT @LXsBsC: LeXaS Giveaway!
$100K LXS Giveaway
Total Pool Prize: $100K 

$100K worth of LXS tokens will be distributed to all users who com…",2021-09-17T11:16:53.000Z
"RT @KO_Kryptowaluty: #BTC powstał na skutek braku zaufania do ludzi nami rządzących i sys. finansowego
Zamieniając skorumpowanych polityków…",2021-09-17T11:16:53.000Z
"RT @cougarswap: @cougarswap LAST CHANCE for our presales program.

Hesitate and you'll miss this one in a lifetime chance to get $CGS Token…",2021-09-17T11:16:51.000Z
"@MahdiMRFEG @elonmusk 💎🦍Who is he?
Satoshi Nakamoto #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🥳💫",2021-09-17T11:16:51.000Z
RT @borsaparatic: 24 saat içinde merkezi borsalardan 1 milyar dolardan fazla Ethereum çekildi. Borsalarda arz daralırken Ethereum için fiya…,2021-09-17T11:16:51.000Z
"@MahdiMRFEG @elonmusk 🦍Who is he?   
Satoshi Nakamoto  #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🦍🚀🌙37 https://t.co/GQDKQn5lKk",2021-09-17T11:16:51.000Z
"RT @CryptoCoinShow: Will Brasil be the next country to adopt #BTC?

https://t.co/TKOrkPotmp

What will this do to the supply and price? 

R…",2021-09-17T11:16:50.000Z
"RT @sadecedent: 222.gün - $dent 1$ olacak!🚀
Sıkıcı coin iyidir. Severim.
Siz ne durumdasınız? Benle birlikte 1$ hedefine yürüyecek kaç kişi…",2021-09-17T11:16:49.000Z
"RT @TIPsWorlds: ＼✨$XRP エアドロ企画！✨／

／
$20XRP 5名
＼

【応募方法】
1️⃣@TIPsWORLDs をフォロー！

2️⃣固定ツイートをRT

3️⃣このツイートをRTでエントリー完了！

📩当選はDMにて📩

🎯9/30まで

$XR…",2021-09-17T11:16:48.000Z
RT @SavageBTC: Good Morning Fam. 🙌🏻 #BTC,2021-09-17T11:16:44.000Z
"RT @crypt_zon: 【ZON✖︎斉木くん コラボプレゼント企画🎁】

ZON 選べる新企画第12回🎉

🐘プレゼント内容
・ 30万円分 選べる！
(#ETH or #BTC or #XRP )

🐘応募条件
・ @crypt_zon のフォロー
・@SaikiCry…",2021-09-17T11:16:44.000Z
"Merhaba dostlar, #btcdominance tarafında yaşanan artış ile birlikte altlar daha da geri çekildi fakat ben panik yapacak bir şey olduğunu düşünmüyorum, portföyümde en ufak bi değişiklik yapacak olursam paylaşacağım ama şuan sakince piyasayı izlemeye devam ediyorum.

#btc  #altcoin",2021-09-17T11:16:43.000Z
"$KSM $DOT #DOT #Kusama #DeFi #Parallel #Finance #Crypto #cryptocurrency 
#Bitcoin #SatoshiNakamoto #satoshi #Lending #borrowmoney #borrowing 
#staking #Liquidity #interesting #interest #BTC #Offers #cheap #learning 
#Ambassador #money #accessibility #Polkadot #ParallelFinance https://t.co/yOfpUCd4bx",2021-09-17T11:16:42.000Z
"RT @Puffer_DeFi: AIRDROP Rules:
&gt;Join:https://t.co/p6B72Tj1N0
&gt;FollowUS &amp; QuoteTweet this Tweet + leave your comment about PufferDeFi, your…",2021-09-17T11:16:41.000Z
"@MahdiMRFEG @elonmusk 💎🦍Who is he?
Satoshi Nakamoto #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
💥💣",2021-09-17T11:16:41.000Z
"RT @LXsBsC: LeXaS Giveaway!
$100K LXS Giveaway
Total Pool Prize: $100K 

$100K worth of LXS tokens will be distributed to all users who com…",2021-09-17T11:16:41.000Z
"RT @TIPsWorlds: ＼✨$XRP エアドロ企画！✨／

／
$20XRP 5名
＼

【応募方法】
1️⃣@TIPsWORLDs をフォロー！

2️⃣固定ツイートをRT

3️⃣このツイートをRTでエントリー完了！

📩当選はDMにて📩

🎯9/30まで

$XR…",2021-09-17T11:16:40.000Z
Bir gün herkes #Crypto dünyasına katılacak! Geç kalmamanızı tavsiye ederim. #btc #Ethereum https://t.co/Djj2dpiwDR,2021-09-17T11:28:02.000Z
"@Astegal1 @swissborg @Cyrus_Fazel @AnthoLGSB @alex_fazel Excellent ! Bravo @Astegal1 pour ce concours et ta patience. Aujourd’hui elle est récompensée. Et grâce au #Yield de @SwissBorg 💚 ces #BTC vont faire des petits. 

#WeAreSwissBorg 🧑🏻‍🚀👨🏻‍🚀🚀🌕
#SwissBorg 💚
#CHSB ✅
#Confiance #FutureIsBright",2021-09-17T11:28:02.000Z
"RT @FEGchris: #BTC to #FEG.

Wait—could it be?!
The hoodies offer another key.
So many clues out there already.
Is it hard to deny…
that #S…",2021-09-17T11:28:01.000Z
"$tlm zaman daraldı. Vakti de geldi bence.
#Btc #eth #xrp #ltc #sxp #xvs #cake #zee #sushi #bake #eth #bnb #Eth #gt #kcs #ht #twt",2021-09-17T11:27:59.000Z
"@Bloctrends En compraventa: Se vende Tesla Model S, 200.000km, baterías revisadas: 0,005 #BTC",2021-09-17T11:27:58.000Z
"RT @bitpr0: 50$ #BTC Roobet Giveaway 

How to participate:

1. Register: https://t.co/RDhZGcjPCd
2. Follow us and @Roobet
3. Retweet
4. Tel…",2021-09-17T11:27:58.000Z
"@MahdiMRFEG @elonmusk 🦍Who is he?   
Satoshi Nakamoto  #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🦍🚀🌙🌉🦍🚔🌙⛲🎪👀🎪",2021-09-17T11:27:58.000Z
"@MahdiMRFEG @elonmusk 🦍Who is he?   
Satoshi Nakamoto  #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🦍🚀🌙🦍🎢👀🐒🌕🎪🎡🦧🎪",2021-09-17T11:27:58.000Z
"@MahdiMRFEG @elonmusk 🦍Who is he?   
Satoshi Nakamoto  #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🦍🚀🌙🦧🎡⛲🎉🐵🌙🎪",2021-09-17T11:27:57.000Z
"RT @fibermarketstr: 🚨#Kripto para piyasasında fiyatlar düşerken de para kazanabileceğinizi biliyor muydunuz? 

Çift Yönlü İşlem, kazandırır…",2021-09-17T11:27:55.000Z
"【上昇】5,240,000円を超えました。 #ビットコイン #仮想通貨 #BTC",2021-09-17T11:27:53.000Z
"RT @cougarswap: @cougarswap LAST CHANCE for our presales program.

Hesitate and you'll miss this one in a lifetime chance to get $CGS Token…",2021-09-17T11:27:52.000Z
"Çıkarımlarınızı bekliyorum. 👇
#btc #bnb #eth https://t.co/ELdVT6qhtQ",2021-09-17T11:27:52.000Z
"RT @22kMm3: 【仮想通貨プレゼント企画】

抽選で1名の人を対象

イーサリアムで得た利益10万円をプレゼントする

①イタチ@22kMm3 をフォロー
②このツイートをRT

締切:9月20日まで

当選者にはDMを送ります

#BTC  #IOST #ETH ht…",2021-09-17T11:27:52.000Z
"RT @x7_rjx: 【仮想通貨残高3000万円突破記念】
(もうすぐ4000万円もいきそう)

記念に3人にIOST10万円分エアドロします🥬

@x7_rjx と@btcfxdayoフォロー
とリツイートで応募！

ビットコイン、イーサリアム希望の人も承ります！
期限は2…",2021-09-17T11:27:51.000Z
"RT @LayahHeilpern: Today UK customers can finally buy and sell crypto on PayPal! 

This includes #BTC, $ETH, $BCH and $LTC!",2021-09-17T11:27:51.000Z
"RT @MoonliftI: Our P2E token sale will end in roughly 4 hours from now. If you are still interested to participate, join:
https://t.co/msos…",2021-09-17T11:27:51.000Z
RT @JarvisKellog: #Crypto #BTC #BNB #TRX #Ethereum #SolanaSummer #ADA #dogecoin #uniswap #LINK #LTCUSD #MATIC #StellarLumens #DeFi #Dextool…,2021-09-17T11:27:51.000Z
"#btc 65k in 10days
Or i delete ur tweet.
Top will be 140k this yr.
btc go to 28% dominance
eth go to 12k
Solana top out at 800
Most alts follow eth to a 3~4x early nov.",2021-09-17T11:27:48.000Z
"💎🦍Who is he?
Satoshi Nakamoto #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
💎💎🦍💎🦍🦍💎",2021-09-17T11:27:47.000Z
"RT @Puffer_DeFi: AIRDROP Rules:
&gt;Join:https://t.co/p6B72Tj1N0
&gt;FollowUS &amp; QuoteTweet this Tweet + leave your comment about PufferDeFi, your…",2021-09-17T11:27:47.000Z
私の #推し暗号資産 は #BTC 「✏️ここを削除して推しへの思いを入力してね！」 @LINE_BITMAX,2021-09-17T11:27:47.000Z
"@MahdiMRFEG @elonmusk 🦍Who is he?   
Satoshi Nakamoto  #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🦍🚀🌙58 https://t.co/LrtOEwBxh1",2021-09-17T11:27:45.000Z
"RT @x7_rjx: 【仮想通貨残高3000万円突破記念】
(もうすぐ4000万円もいきそう)

記念に3人にIOST10万円分エアドロします🥬

@x7_rjx と@btcfxdayoフォロー
とリツイートで応募！

ビットコイン、イーサリアム希望の人も承ります！
期限は2…",2021-09-17T11:27:45.000Z
私の #推し暗号資産 は #BTC 「✏️ここを削除して推しへの思いを入力してね！」 @LINE_BITMAX,2021-09-17T11:27:45.000Z
@sbg0772 Kafamda deli sorular dedim ya.Ama şu attığım twiti önemsiyorum.Sol sırayı diğerlerine vermeli mi ya da verdi mi acaba?.Mesela #avax ın bu kadar dik durması bundan mı acaba?#Btc güven vermiyor #Btc https://t.co/qwRoeWzxMe,2021-09-17T11:27:44.000Z
"RT @x7_rjx: 【仮想通貨残高3000万円突破記念】
(もうすぐ4000万円もいきそう)

記念に3人にIOST10万円分エアドロします🥬

@x7_rjx と@btcfxdayoフォロー
とリツイートで応募！

ビットコイン、イーサリアム希望の人も承ります！
期限は2…",2021-09-17T11:27:44.000Z
"RT @LXsBsC: LeXaS Giveaway!
$100K LXS Giveaway
Total Pool Prize: $100K 

$100K worth of LXS tokens will be distributed to all users who com…",2021-09-17T11:27:43.000Z
"RT @x7_rjx: 【仮想通貨残高3000万円突破記念】
(もうすぐ4000万円もいきそう)

記念に3人にIOST10万円分エアドロします🥬

@x7_rjx と@btcfxdayoフォロー
とリツイートで応募！

ビットコイン、イーサリアム希望の人も承ります！
期限は2…",2021-09-17T11:27:43.000Z
"RT @btcfxdayo: 株王を見習って...
先週の日経平均の爆上がりで6000万残高増えたから、プレゼント企画やる。
好きな仮想通貨（BTCやIOST、ETHなど）を10万円分プレゼント。

①@btcfxdayoをフォロー
②RT

締め切りは明日までにします！

#…",2021-09-17T11:27:42.000Z
"RT @TicTacTRON: #usdt Withdrawal Fees on @gate_io:

#ETH: $75 
#BTC: $40
#EOS: $10
#BSC: $7.1
#SOL: $5

#TRON : FREE

Be smart &amp; pick #TRC2…",2021-09-17T11:27:41.000Z
"RT @BlackLemonwtf: 🎉4️⃣0️⃣0️⃣0️⃣🎉

We hit 4,000 followers on Twitter!🔥
 
C'mon let's get the digits rollin' to 6K🚀 

Like, follow &amp; retweet…",2021-09-17T11:27:39.000Z
"RT @TicTacTRON: #usdt Withdrawal Fees on @gate_io:

#ETH: $75 
#BTC: $40
#EOS: $10
#BSC: $7.1
#SOL: $5

#TRON : FREE

Be smart &amp; pick #TRC2…",2021-09-17T11:27:39.000Z
ビロンもうめー！！！！！ #BTC https://t.co/hFkUYTy3aW,2021-09-17T11:27:38.000Z
"RT @Provide05913900: 仮想通貨が欲しい人が多いようなので今回は特別にエアドロ企画やります。

抽選で3名に10万円分のビットコイン #BTC をプレゼントします。
①@Provide05913900をフォロー
②Rt

他イーサリアム #ETH や #ADA…",2021-09-17T11:27:37.000Z
$ KSM $ DOT #DOT #Kusama #DeFi #Parallel #Finance #Crypto #cryptocurrency #Bitcoin #SatoshiNakamoto #satoshi #Lending #borrowmoney # Borrowing #staking #L Liquidity #interesting #interest #BTC #Offers  #learning #Am Ambassador #money #accessibility #Polkadot #ParallelFinance https://t.co/GkbF46txgs,2021-09-17T11:27:37.000Z
"RT @CakeStarDeFi: 🥞🥞Like and Retweet if you're a $CAKE lover!🥞🥞

Get ready for the Tastiest Token on the #BSC.
#Cake #CakeStar #Crypto #Cry…",2021-09-17T11:27:37.000Z
"RT @x7_rjx: 【仮想通貨残高3000万円突破記念】
(もうすぐ4000万円もいきそう)

記念に3人にIOST10万円分エアドロします🥬

@x7_rjx と@btcfxdayoフォロー
とリツイートで応募！

ビットコイン、イーサリアム希望の人も承ります！
期限は2…",2021-09-17T11:27:36.000Z
"RT @x7_rjx: 【仮想通貨残高3000万円突破記念】
(もうすぐ4000万円もいきそう)

記念に3人にIOST10万円分エアドロします🥬

@x7_rjx と@btcfxdayoフォロー
とリツイートで応募！

ビットコイン、イーサリアム希望の人も承ります！
期限は2…",2021-09-17T11:27:35.000Z
RT @RickyODonnell79: So Satoshi Car by the talented @Peres3D is now in my collection on @withFND Whoop 🙌 Whoop 🙌😎🦁 #BTC #nfts #nftjungle 😎🦁…,2021-09-17T11:27:34.000Z
"RT @TicTacTRON: #usdt Withdrawal Fees on @gate_io:

#ETH: $75 
#BTC: $40
#EOS: $10
#BSC: $7.1
#SOL: $5

#TRON : FREE

Be smart &amp; pick #TRC2…",2021-09-17T11:27:34.000Z
"💎🦍Who is he?
Satoshi Nakamoto #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
💎😎💎😎💎",2021-09-17T11:27:33.000Z
"RT @KitcoCrypto: https://t.co/dIubJoO1df 7:00 EDT $USD

#BTC ⬇ $47.47K (-0.60%)
#LTC ⬇ $182.17 (-1.89%)
#BNB ⬇ $409.82 (-1.68%)
#TRX ⬇ $0.1…",2021-09-17T11:27:33.000Z
"RT @x7_rjx: 【仮想通貨残高3000万円突破記念】
(もうすぐ4000万円もいきそう)

記念に3人にIOST10万円分エアドロします🥬

@x7_rjx と@btcfxdayoフォロー
とリツイートで応募！

ビットコイン、イーサリアム希望の人も承ります！
期限は2…",2021-09-17T11:27:33.000Z
"RT @BenPhillipsUK: Current bag!
#SAFEMOON
#ADA
#bnb
#ETH
#Solana 
#QNT
#HBAR 
#IOST 
#BTC
#VANITY
#NOBILITY
#DOGE 
More…",2021-09-17T11:27:33.000Z
"RT @CalvinWeight: This is the entire market cap of crypto excluding BTC (in #BTC terms) Alts are temporarily rejecting off of May highs, bu…",2021-09-17T11:27:32.000Z
"RT @crypt_zon: 【ZON✖︎斉木くん コラボプレゼント企画🎁】

ZON 選べる新企画第12回🎉

🐘プレゼント内容
・ 30万円分 選べる！
(#ETH or #BTC or #XRP )

🐘応募条件
・ @crypt_zon のフォロー
・@SaikiCry…",2021-09-17T11:27:32.000Z
"RT @LXsBsC: LeXaS Giveaway!
$100K LXS Giveaway
Total Pool Prize: $100K 

$100K worth of LXS tokens will be distributed to all users who com…",2021-09-17T11:27:31.000Z
"RT @TicTacTRON: #usdt Withdrawal Fees on @gate_io:

#ETH: $75 
#BTC: $40
#EOS: $10
#BSC: $7.1
#SOL: $5

#TRON : FREE

Be smart &amp; pick #TRC2…",2021-09-17T11:27:31.000Z
no trade: #BTC price is 34587 at time 09/17/21 - 12:27:29,2021-09-17T11:27:30.000Z
"RT @Emelia68891651: 台風福岡県福津市付近まで来てるってさ。

抽選で1人に30万円分のIOSTをプレゼントします！
①@Emelia68891651をフォロー
②RT

てるもとが毎日投資教えてくれたおかげで、かなり潤いました。
欲しい人だけ応募してください…",2021-09-17T11:27:30.000Z
"RT @Provide05913900: 仮想通貨が欲しい人が多いようなので今回は特別にエアドロ企画やります。

抽選で3名に10万円分のビットコイン #BTC をプレゼントします。
①@Provide05913900をフォロー
②Rt

他イーサリアム #ETH や #ADA…",2021-09-17T11:27:30.000Z
"@MahdiMRFEG @elonmusk 🦍Who is he?   
Satoshi Nakamoto  #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🦍🚀🌙🎪🌉🚔🐒🎢🎡",2021-09-17T11:27:29.000Z
"@fairlaunch_pad This project is implemented very professionally and has a clear development plan. Without any doubt, this is one of the best project. This is definitely going to be HUGE

@nishant73315526

@shareyans

@VarshaR09778192

#bsc #BTC #Airdrop",2021-09-17T11:27:28.000Z
"@PaulTron031 NFT Token Pre-Sale Is Live Now, Go Grab your token And Get Ready for 100X 
#TRON based Gaming and #NFT Token
@gamejetpro

Presale:https://t.co/m3YBKoqeSb 
Telegram:https://t.co/zu9YfFg6zL
Listing: #JustSwap #Binance #BitMart #OKEx 
#TRX #BTC #Btt #gamejet #GetYourJet https://t.co/MUKEpCTX2A",2021-09-17T11:27:26.000Z
"RT @x7_rjx: 【仮想通貨残高3000万円突破記念】
(もうすぐ4000万円もいきそう)

記念に3人にIOST10万円分エアドロします🥬

@x7_rjx と@btcfxdayoフォロー
とリツイートで応募！

ビットコイン、イーサリアム希望の人も承ります！
期限は2…",2021-09-17T11:27:26.000Z
"RT @btcfxdayo: 株王を見習って...
先週の日経平均の爆上がりで6000万残高増えたから、プレゼント企画やる。
好きな仮想通貨（BTCやIOST、ETHなど）を10万円分プレゼント。

①@btcfxdayoをフォロー
②RT

締め切りは明日までにします！

#…",2021-09-17T11:27:24.000Z
"💚How to participate in the airdrop: 
💚Start the airdrop bot:
1/ https://t.co/u59VfZH466
2/ https://t.co/BUhuNVKvhM
3/ https://t.co/s3rGuTtDSb

#ROCKSTARDOGE #dogecoin #doge
 #Binance #BinanceSmartChain 
#BSC #BSCGems #BNB #Bitcoin 
#BTC #Ethereum #ADA #altcoin 
#NFT #SHIB https://t.co/KyibXf5Dss",2021-09-17T11:27:24.000Z
RT @borsaressami: #trb izleyelim biraz #btc yükselirken yükselmedi belki kararsız piyasada bir farkındalık yaratır. 62$ dan takip aldık bak…,2021-09-17T11:27:24.000Z
"RT @x7_rjx: 【仮想通貨残高3000万円突破記念】
(もうすぐ4000万円もいきそう)

記念に3人にIOST10万円分エアドロします🥬

@x7_rjx と@btcfxdayoフォロー
とリツイートで応募！

ビットコイン、イーサリアム希望の人も承ります！
期限は2…",2021-09-17T11:27:23.000Z
"RT @btcfxdayo: 株王を見習って...
先週の日経平均の爆上がりで6000万残高増えたから、プレゼント企画やる。
好きな仮想通貨（BTCやIOST、ETHなど）を10万円分プレゼント。

①@btcfxdayoをフォロー
②RT

締め切りは明日までにします！

#…",2021-09-17T11:27:23.000Z
"RT @RockstarDogeBSC: 🎸🎸ROCKSTAR DOGE🎸🎸

💸🤑PRESALE🎉🤩 

🔊SUNDAY, SEP 19TH
#BSC #PancakeSwap #Launch #BSCGems 

Details:https://t.co/jFiorxlUn…",2021-09-17T11:27:21.000Z
"RT @adrian__chamber: This #BSCGem 💎💰💎is so exclusive you can only access it by invite! 💌

For a chance at an invite, you must:
1.Add a dess…",2021-09-17T11:27:20.000Z
"RT @lifelineprotocl: 🚩 Retweet this for 100 $FOUR(4) tokens (~35 $XLM).  😍🚀 

🎯 Reply with your Stellar wallet address. 

This airdrop is a…",2021-09-17T11:27:20.000Z
"RT @LovecoinProject: ❤️100,000,000 LOVECOIN GIVEAWAY RAFFLE CONTEST❤️

RETWEET THIS POST &amp; POST YOUR LOVECOIN ADDRESS IN THE COMMENT SECTIO…",2021-09-17T11:27:20.000Z
"@MahdiMRFEG @elonmusk 🦍Who is he?   
Satoshi Nakamoto  #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🦍🚀57🌙",2021-09-17T11:27:19.000Z
"RT @btcfxdayo: 株王を見習って...
先週の日経平均の爆上がりで6000万残高増えたから、プレゼント企画やる。
好きな仮想通貨（BTCやIOST、ETHなど）を10万円分プレゼント。

①@btcfxdayoをフォロー
②RT

締め切りは明日までにします！

#…",2021-09-17T11:27:19.000Z
